1,8117,3,3
1,8117,3,3
0,8112,4,8
0,8112,8,4
0,8112,4,8
0,8112,8,4
0,8104,4,16
0,8104,16,4
0,8104,4,16
0,8104,16,4
0,8096,4,24
0,8096,24,4
0,8096,4,24
0,8096,24,4
0,8096,4,24
0,8096,24,4
0,8088,4,32
0,8088,32,4
0,8084,4,36
0,8084,36,4
0,8084,4,36
0,8084,36,4
0,8084,4,36
0,8084,36,4
0,8084,4,36
0,8084,36,4
0,8084,4,36
0,8084,36,4
0,8076,4,44
0,8076,44,4
0,8072,4,48
0,8072,48,4
0,8072,4,48
0,8072,48,4
0,8072,4,48
0,8072,48,4
0,8072,4,48
0,8072,48,4
0,8072,4,48
0,8072,48,4
0,8056,4,64
0,8056,64,4
0,8048,4,72
0,8048,72,4
0,8034,4,86
0,8034,86,4
0,8024,4,96
0,8024,96,4
0,8024,4,96
0,8024,96,4
0,8024,4,96
0,8024,96,4
0,8024,4,96
0,8024,96,4
0,8024,4,96
0,8024,96,4
0,7976,4,144
0,7976,144,4
0,7952,4,168
0,7952,168,4
0,7928,4,192
0,7928,192,4
0,7928,4,192
0,7928,192,4
0,7928,4,192
0,7928,192,4
0,7928,4,192
0,7928,192,4
0,7928,4,192
0,7928,192,4
0,7910,4,210
0,7910,210,4
0,7864,4,256
0,7864,256,4
0,7836,4,284
0,7836,284,4
0,7828,4,292
0,7828,292,4
4,7784,0,336
4,7784,336,0
0,7752,4,368
0,7752,368,4
0,7736,4,384
0,7736,384,4
0,7720,4,400
0,7720,400,4
0,7720,4,400
0,7720,400,4
0,7720,4,400
0,7720,400,4
0,7712,4,408
0,7712,408,4
0,7688,4,432
0,7688,432,4
0,7688,4,432
0,7688,432,4
1,7669,3,451
1,7669,451,3
0,7672,4,448
0,7672,448,4
0,7628,4,492
0,7628,492,4
0,7608,4,512
0,7608,512,4
0,7544,4,576
0,7544,576,4
0,7544,4,576
0,7544,576,4
0,7568,4,552
0,7568,552,4
0,7564,4,556
0,7564,556,4
0,7544,4,576
0,7544,576,4
0,7544,4,576
0,7544,576,4
0,7520,4,600
0,7520,600,4
0,7520,4,600
0,7520,600,4
0,7388,4,732
0,7388,732,4
0,7368,4,752
0,7368,752,4
1,7293,3,827
1,7293,827,3
4,7292,0,828
4,7292,828,0
4,7084,0,1036
4,7084,1036,0
0,7072,4,1048
0,7072,1048,4
0,7048,4,1072
0,7048,1072,4
0,6976,4,1144
0,6976,1144,4
0,7000,4,1120
0,7000,1120,4
4,6922,0,1198
4,6922,1198,0
0,6872,4,1248
0,6872,1248,4
0,6824,4,1296
0,6824,1296,4
4,6812,0,1308
4,6812,1308,0
0,6620,4,1500
0,6620,1500,4
0,6628,4,1492
0,6628,1492,4
0,6488,4,1632
0,6488,1632,4
0,6392,4,1728
0,6392,1728,4
0,6408,4,1712
0,6408,1712,4
0,6280,4,1840
0,6280,1840,4
0,6248,4,1872
0,6248,1872,4
0,6248,4,1872
0,6248,1872,4
0,6248,4,1872
0,6248,1872,4
0,6152,4,1968
0,6152,1968,4
0,5960,4,2160
0,5960,2160,4
0,5972,4,2148
0,5972,2148,4
0,5836,4,2284
0,5836,2284,4
0,5816,4,2304
0,5816,2304,4
4,5736,0,2384
4,5736,2384,0
0,5800,4,2320
0,5800,2320,4
0,5748,4,2372
0,5748,2372,4
4,5612,0,2508
4,5612,2508,0
0,5564,4,2556
0,5564,2556,4
0,5344,4,2776
0,5344,2776,4
